spot_name,gallery_images,introduction,address,traffic_jam,parking_area,best_season,average_budget,best_num,crowd,facility,lat,lng,predicted_label_id,predicted_label
島らーめん食堂 太陽亭,"https://motospot.jp/img/spot/img-1836-0-medium.jpg",淡路島の西岸にある地元のラーメン屋さんです。国道28号線沿で津名港のそばに店舗があり、駐車場も広いので車でもバイクでも行きやすいです。ラーメンはとても美味しく、みそ、塩、醤油など一通りあります。それなりにボリュームもあり、しかもラーメンを頼むとご飯と手作り高菜が食べ放題です。,656-2131 兵庫県淡路市志筑91-3,0.5時間,駐車場あり,通年,1000円,何人でも,普通,屋内,34.4352372,134.9065591,0,子連れ家族
神峰山寺,"https://motospot.jp/img/spot/img-2604-0-medium.jpg",大阪高槻市にある神峯山寺は、中興時から皇族と深い繋がりを持った古刹です。その証として、境内には天皇直系の所縁であることを表す『十六八重菊』が刻印された建造物が点在しています。日本最初の毘沙門天安置の霊場としても知られ、1300年以上の歴史を持つ古刹です。厄除け毘沙門不動護摩行、山岳修験者、紅葉や新緑、初詣の名所としても有名です。また、魔除けのお札、元三大師の手刷りがあります。,569-1051 大阪府高槻市原３３０１−１,1時間,駐車場あり,通年,2500円,何人でも,空いている,屋内,34.898295,135.6088291,1,恋人
はなとね,"https://motospot.jp/img/spot/img-2605-2-medium.jpg",神戸市内とは思えないほど自然豊かなでのんびりと過ごせる神戸市北区淡河町。ここに古民家「前田家」を改修したかわいいスチームベーグルのカフェがあります。山田錦を作っている米農家が周囲にあり、このお家も古民家そのままの暖かくて懐かしい雰囲気がいっぱいです。,651-1622 兵庫県神戸市北区淡河町神田１４３−２,1時間,駐車場あり,通年,1000円,何人でも,混んでいる,屋内,34.8265226,135.1639616,1,恋人
アクアイグニス,"https://motospot.jp/img/spot/img-2861-0-medium.jpg",アクアイグニスは三重県にある総合リゾート施設で、湯の山温泉にあります。この施設は「食」と「癒し」をコンセプトにしており、100%源泉かけ流しの天然温泉「片岡温泉」や、辻口博啓・奥田政行の料理を楽しむことができます。自然豊かな環境の中で、温泉だけでなく、高級レストランでの食事やスイーツ、パンの工房なども楽しめる場所です。中でも竹林の茂る露天風呂は絶景です。レストランは種類が多く、事前に予約も可能です。また、御在所岳の麓に位置しており、四季折々の自然美を堪能しながら、日常から離れた特別な時間を過ごすことができます。バイクでの観光にも最適で、心身のリフレッシュにオススメのスポットです。新名神高速道路「菰野IC」より約5分とアクセスも良く、駐車場も充実しています。,510-1233 三重県三重郡菰野町菰野４８００−１,3時間,駐車場あり,通年,3000円,複数人,少し混んでいる,屋内,35.0134379,136.4825036,0,子連れ家族
神戸市立森林植物園,"https://motospot.jp/img/spot/img-1582-0-medium.jpg",世界各地の樹木約1200種を集めた、総面積142.6haにおよぶ国内最大級の植物園です。レクリエーションや森林浴、自然観察と楽しい一日が過ごせます。 摩耶山と森林、 神戸の裏山的存在で、登山、ハイキング、バードウォッチングなど多くの人が訪れます。,651-1102 兵庫県神戸市北区山田町上谷上,2時間,駐車場あり,秋,300円,何人でも,普通,屋外,34.7655951,135.1775216,0,子連れ家族
ひまわりの丘公園,"https://motospot.jp/img/spot/img-2606-1-medium.jpg",国道175号線沿いにあり、夏はひまわり、秋はコスモスが一面じゅうたんのように咲くお花畑のある公園です。イングリッシュガーデンの薔薇、ハーブも美しく手入れされ、流れる小川、池もあります。市民の憩いの場所になっています。最近遊具がリニューアルされて県外から遊びにこられる人もいます。近所には小野市自慢のおいしい牛乳・共進牧場もあります。ひまわりの丘公園は市民の公園なので駐車場も公園への入場料も無料です。,675-1317 兵庫県小野市浄谷町１５４５−３２１,1時間,駐車場あり,夏,無料,何人でも,空いている,屋外,34.8701884,134.9534491,0,子連れ家族
狭井神社,"https://motospot.jp/img/spot/img-2862-0-medium.jpg",狭井神社は奈良県桜井市にある大神神社の摂社で、古くから「狭井の御神水」として知られる薬井戸の水が諸病に効くとされ、多くの参拝者が訪れます。薬師如来を祀り、健康や病気平癒を願う人々にとって重要な祈願所です。毎年4月18日には鎮花祭が催され、2000年以上の歴史を持つ伝統ある祭りとして注目されています。拝殿の左後ろにある井戸は、「狭井」の名前の由来になっており、太古から薬水と称して、この霊泉は万病に効くと古くから伝えられ、多くの人が訪れています。この狭井神社の境内より社務所で許可をいただいて、三輪山に登拝することもできます。,633-0001 奈良県桜井市三輪１４２２,0.5時間,駐車場あり,通年,無料,何人でも,空いている,屋外,34.5287975,135.8528182,1,恋人
あべのハルカス,"https://image.hldy-cdn.com/c/w=1336,h=826,a=0,r=auto,f=webp:auto/holiday_article_images/2052/2052.jpg?1533192438",高さ300メートルという日本最高層の複合ビルです。近鉄大阪阿部野橋駅や天王寺駅と直結することができます。広がりのある百貨店や展望台、美術館、ホテルなど様々な施設が出店しており、１日中楽しむことができます。さらに、大阪随一の絶景とともに絶品グルメも楽しめます。,545-6016 大阪府大阪市阿倍野区阿倍野筋１丁目１−４３,1.5時間,駐車場あり,通年,1500円,何人でも,普通,屋内,34.6458039,135.5140769,0,子連れ家族
木梨神社,"https://motospot.jp/img/spot/img-2863-0-medium.jpg",旧社庁舎から北へ下ったところに、大きな山田錦を育てている田んぼがあります。その中に大きな鳥居があります。そばに神社は見当たりません。鳥居の先に中国道が横に連なっており、その下に小さな高架トンネルが見える、その高架をくぐると、木梨（こなし）神社があります。木梨神社は、古くから穢れと祓いの神様として信仰されています。この神社は、播磨国賀茂郡の式内社で、第10代崇神天皇の時代に物部八十手によって八十枉津日神が祀られたと伝えられています。後に、将軍彦坐命が丹波の賊を征伐した際に神託を受けて創建されました。加東市を含む北播磨には蛇にまつわる逸話が多くあります。三草山に近い木梨神社もその蛇にまつわる逸話（伝説）が残る神社の一つです。木梨神社の境内は、植木が美しく剪定され、地面も掃き清められた清々しい雰囲気を持っています。,673-1462 兵庫県加東市藤田４７３,0.5時間,駐車場あり,夏,無料,一人,空いている,屋外,34.9237282,134.9906236,0,子連れ家族
江井島海岸,"https://motospot.jp/img/spot/img-1585-0-medium.jpg",山陽電鉄江井ヶ島駅近くにある海岸です。ヤシの木が立ち並ぶトロピカルムード満点の海岸は、明石海峡や淡路島を一望することができます。近くには休憩所などもあります。 江井ヶ島海岸は、南国の雰囲気溢れるビーチで、明石海峡大橋や淡路島、瀬戸内を行き交う船舶を眺めながら、海水浴とバーベキューを同時に楽しむことが出来る関西では数少ない海水浴場です。江井ヶ島海岸（海水浴場）より東側で、同じ兵庫県明石市にある「林崎松江海岸（海水浴場）」より人が少なく静かなので、穴場的BBQ＆海水浴場スポットです。,674-0064 兵庫県明石市大久保町江井島,2時間,駐車場あり,夏,無料,複数人,空いている,屋外,34.6762552,134.9230002,1,恋人
凡ライス店,"https://motospot.jp/img/spot/img-1841-0-medium.jpg",地元の拠点病院である八鹿病院に併設された食事処です。地元名産の八鹿豚を使ったボルガライスがおいしいですが、他にもコロッケ定食や八鹿豚のトンカツ定食、うどんやそばもあり、美味しいです。しかも、お値段がリーズナブルですので、オススメの穴場お食事スポットです。,667-0021 兵庫県養父市八鹿町八鹿１８７８−１,0.5時間,駐車場あり,通年,1000円,何人でも,普通,屋内,35.4048483,134.7732676,0,子連れ家族
ラーメン三宅吉祥 松原本店,"https://motospot.jp/img/spot/img-1842-0-medium.jpg",阪神高速大和川線の下を走る国道179号線沿いの一面畑と田んぼが広がる場所にポツンとあります。このお店の名物はスタミナ系の河内ニラそばですが、こく旨みそラーメンも美味しいです。卓上に置いてあるニラみそとキムチをラーメンに入れて食べるのが絶品の味です。中太のちぢれ麺、コクとニンニク風味が効いた濃いめのスープがやみつきになります。,580-0045 大阪府松原市三宅西７丁目９５２−１,0.5時間,駐車場あり,通年,1000円,何人でも,普通,屋内,34.593292,135.5454748,0,子連れ家族
弘誓寺,"https://motospot.jp/img/spot/img-2610-0-medium.jpg",「清瀧山弘誓寺（せいりゅうざん・ぐぜいじ）」は、地元では「宇土の観音さん」「宇土観音」として親しまれています。この寺は約1400年前、法道仙人によって「天地山極楽寺」として創建されました。当初は多くの僧坊があり、栄えていましたが、1184年（寿永３年）に源氏による火災で全山が焼失しました。それでも、ご本尊の聖観世音菩薩は滝に隠されて難を逃れ、後に再建されました。1473年（文明5年）に曹洞宗に改宗し、清瀧山弘誓寺と名を改められました。寺内には多くの仏像が祀られており、庭には美しい大銀杏があります。寺の近くには展望所があり、山巡りも楽しめます。年間を通じて様々な祭りや行事が行われています。特に、毎月17日には病気封じのご利益で知られる例祭があり、多くの参拝者が訪れます。場所としては、国の史跡にも指定されている「篠山城跡」や伝統的な町並みが残る丹波篠山の中心部から車で10分程度の距離に位置しています。舞鶴若狭自動車道の丹南篠山口から10分ほどです。銀杏の季節は近隣の農地を駐車場として開放してくれています。行くまでの道は少しわかりにくいかもしれません。,669-2455 兵庫県丹波篠山市宇土６１１,1時間,駐車場あり,秋,無料,何人でも,空いている,屋外,35.0573613,135.1936722,0,子連れ家族
三多気の桜,"https://motospot.jp/img/spot/img-2866-0-medium.jpg",春には約1.5kmの参道沿いに400本余りのヤマザクラが咲き誇ります。この桜並木は国の名勝に指定されており、「日本さくら名所100選」にも選ばれています。特に有名なのは、馬子唄にも歌われた美しさで、桜の見頃はソメイヨシノよりも10日ほど遅く、長い期間花を楽しむことができます。バイクは中腹にある駐車場に停められます。そこから真福院までは、登り坂が続きます。上から眺める桜の景色も圧巻です。棚田に映る桜の姿に、多くの写真家たちもカメラを向けるほど、絵になる景色が広がっています。,515-3535 三重県津市美杉町三多気２５２,0.5時間,駐車場あり,春,無料,何人でも,少し混んでいる,屋外,34.5236325,136.2259,1,恋人
多賀の浜海水浴場,"https://motospot.jp/img/spot/img-1587-1-medium.jpg",淡路島で2番目に大きなビーチで、約1.5kmに及ぶ広大な砂浜があります。遠浅の海と美しい砂浜が人気で、海水浴だけでなく、播磨灘に沈む夕日を眺めながらの散策にも最適です。多賀の浜海水浴場は「音と光」がテーマの海水浴場で、県内トップレベルの水質です。沖合にはタイル張りのT字型の防波堤があり、釣り場としても最適です。,656-1521 兵庫県淡路市多賀２４７６−３,1時間,駐車場あり,夏,無料,複数人,空いている,屋外,34.4702489,134.8400063,1,恋人
カレーヤ,"https://motospot.jp/img/spot/img-1843-0-medium.jpg",南海電車の和歌山市駅にほど近い地元で人気の老舗食堂が「カレーヤ」です。名前の通りカレーもメニューにありますが、ここは名物はなんといっても「バラホル定食」です。超濃いめのニンニク醤油ダレでしっかりと炒めた豚バラは、お腹にガツンとくるパンチのある味で白飯とベストマッチです。もちろん、昔ながらのカレーライスも美味しいです。,640-8221 和歌山県和歌山市湊紺屋町１丁目１１,0.5時間,駐車場あり,通年,1000円,何人でも,少し混んでいる,屋内,34.2340094,135.1667675,0,子連れ家族
神戸市立須磨離宮公園,"https://motospot.jp/img/spot/img-1588-1-medium.jpg","旧離宮の由緒ある歴史にちなみ、欧風噴水庭園には王侯貴族のバラ園があります。 レストハウスからはシンメトリーにデザインされた庭園が一望に見渡せます。眼下に広がる大阪湾と青い大空の眺望と景観にプリンセス＆プリンス気分を味わえます。 春と秋には約180種、4,000株のバラが開花し、色鮮やかな花色と豊かな香りを楽しめます。",654-0018 兵庫県神戸市須磨区東須磨１−１,2時間,駐車場あり,春,400円,何人でも,普通,屋外,34.6552069,135.1142993,1,恋人
てんしば,"https://motospot.jp/img/spot/img-1844-0-medium.jpg",大阪南部の拠点駅である天王寺駅のほど近くにはある「てんしば」は、芝生の広場を中心にカフェヤレストラン、フラワーショップ、子どもの遊び場などがある憩いのスペースです。「てんしば」からは天王寺動物園にもほど近く、親子連れやカップルにも大人気です。また、「あべのハルカス」や串カツで有名な新世界界隈にも歩いていける距離にありますので、遊んで、観て、食べての三拍子揃った休日を楽しむにはベストな場所です。,543-0063 大阪府大阪市天王寺区茶臼山町５−５５,2時間,駐車場なし,通年,無料,何人でも,普通,屋内,34.6486022,135.5092873,0,子連れ家族
壺阪寺,"https://motospot.jp/img/spot/img-2612-0-medium.jpg",奈良県にある寺院で、山の斜面では高さ20mの大観音石像を見ることが出来る人気スポットです！特に春の桜や秋の紅葉の時期に訪れるのがお勧めで参拝客で賑わいます。「壺阪寺」は目の病や眼病封じのお寺として知られています。 眼病封じの祈願を行うときには木札に名前を書き、観音様に結んで眼病封じの御朱印を持ち帰ると観音様が願いを聞き届けてくださると言われています。 また、眼病にご利益があることから、「壺阪寺」では「めがね供養」も行っています。開門閉門時間は午前8時半〜午後5時まで年中無休駐車場もあるのでご安心ください♪ちなみにバイクも駐車可能です。春や秋は参拝客で混雑が予想されますので時間に余裕を持って行くことをオススメします。,635-0102 奈良県高市郡高取町壷阪3,1時間,駐車場あり,春,600円,何人でも,普通,屋外,34.4264652,135.8099277,1,恋人
奥琵琶湖パークウェイ,"https://motospot.jp/img/spot/img-53-medium.jpg",奥琵琶湖パークウェイは、つづら尾崎展望台に続くドライブコースです。ここには置物の動物園もあり、恋人の聖地としても写真スポットとしても人気です。展望台からは琵琶湖が一望できます。特に春はパークウェイ両サイドが桜一色になり、魅力的な景色が楽しめます。原付バイクでも走行することができます。,奥琵琶湖パークウェイ,0.5時間,バイク駐車場あり,春,無料,何人でも,少し混んでいる,屋外,35.4848817,136.1486097,0,子連れ家族
海鮮料理きとら,"https://motospot.jp/img/spot/img-1589-0-medium.jpg",淡路島近海で獲れた新鮮な魚介類を使ったお料理が食べられる食事処です。昼の時間帯は1500円ほどの料金でボリュームのあるランチ定食があり、とても美味しくいただけます。一品料理から各種定食、会席料金まで幅広く対応してくれますので、淡路島の食を堪能できます。,656-0121 兵庫県南あわじ市山添３０８−３,0.8時間,駐車場あり,通年,1500円,何人でも,普通,屋内,34.3331729,134.8394015,0,子連れ家族
伊勢神宮内宮,"https://motospot.jp/img/spot/img-566-medium.jpg",長い歴史を持つ日本を代表する神社であり、「お伊勢さん」の名前で親しまれています。豊かな自然の中にあり、パワースポットとしても有名です。門前町の「おかげ横丁」には多くの飲食店や土産物屋が並び賑わっています。,516-0023 三重県伊勢市宇治館町１,2時間,駐車場あり,通年,無料,何人でも,少し混んでいる,屋外,34.457233,136.7237887,0,子連れ家族
お好み焼き・たこ焼き　ゆき,"https://motospot.jp/img/spot/img-1590-0-medium.jpg",ＪＲ新長田駅を海側に向かって徒歩１０分程度の場所にある「お好み焼き・たこ焼き　ゆき」は、地元で人気のお好み焼きの専門店です。一般のお好み焼き、焼きそば以外に、長田名物の牛すじ、こんにゃくの煮込みが入った「にくてん焼き」、「そばめし」が美味しくいただけます。,653-0041 兵庫県神戸市長田区久保町４丁目２−５,0.6時間,駐車場なし,通年,1000円,何人でも,少し混んでいる,屋内,34.6538059,135.1482902,0,子連れ家族
中華そば　せんよし（泉善）,"https://motospot.jp/img/spot/img-1591-0-medium.jpg",「中華そば　せんよし」は、大阪南部、和歌山県との県境にほど近い泉南市にあるお店です。ラーメンの種類としては完全に和歌山ラーメンです。麺は中細ストレート、スープは豚骨醤油でとっても美味しいです。テーブルには和歌山ラーメン定番のセルフのゆで卵、早やずし置いてあり、これを一緒に食べるのがとってもいい感じです。,599-0212 大阪府阪南市自然田８３４−7,0.6時間,駐車場あり,通年,1000円,何人でも,普通,屋内,34.3416437,135.2598394,0,子連れ家族
彦根城周辺,"https://motospot.jp/img/spot/img-312-medium.jpg",彦根城周辺は、国宝の彦根城をはじめとする様々な文化財にあふれたエリアです。春には桜、秋には紅葉など、自然の観光も魅力的です。彦根城は保存状態が非常に良く、江戸時代の政治体制を表す代表例とされています。また、日本の世界遺産暫定一覧表にも記載されており、世界遺産登録を目指しています。,522-0061 滋賀県彦根市金亀町１−１,2時間,駐車場あり,秋,800円,一人,普通,屋内,35.27589680000001,136.2519475,0,子連れ家族
りんくうプレミアムアウトレット,"https://motospot.jp/img/spot/img-824-1-medium.jpg",泉佐野市にある大型商業施設です。駐車場が多くて便利。食事、買い物ができる。店舗数が多いので、長い時間ショッピングを楽しめる。すぐ隣が海なので景色がよく、ペットの散歩もできる。インスタ映えスポット,598-0047 大阪府泉佐野市りんくう往来南３−２８,3時間,駐車場あり,通年,無料,何人でも,少し混んでいる,屋内,34.406295,135.2958849,0,子連れ家族
金熊寺（きんゆうじ）梅林,"https://motospot.jp/img/spot/img-1592-1-medium.jpg",泉南市の山間にある金熊寺の梅林は、毎年2月下旬から3月上旬の時期に白とピンクの梅の花が咲き乱れ、幻想的な風景と香りにあたり一面が包まれます。また、梅の花を観ながらすき焼きが食べられるお食事処もあります。,590-0514 大阪府泉南市信達金熊寺７９８,1時間,駐車場あり,春,無料,何人でも,少し混んでいる,屋外,34.3377639,135.2889712,1,恋人
ガーデンレストラン風舎,"https://www5e.biglobe.ne.jp/~donqui/fb03214.jpg",425線（有馬街道）を六甲山の方へ向かって北へ。途中で「菊水ゴルフクラブ」と看板があります。道なりに行くと可愛いガーデンレストランが見えてきます。高台にあるので景色がとてもいいです！馬もいます！,652-0001 兵庫県神戸市兵庫区烏原町清水谷１,1時間,駐車場あり,通年,1000円,何人でも,普通,屋内,34.6986544,135.1523743,0,子連れ家族
平城京跡歴史公園,"https://motospot.jp/img/spot/img-313-medium.jpg",特別史跡平城京跡に作られた国営公園です、世界遺産「古都奈良の文化財」の一つで、大極殿や朱雀門が復元され、展示されています。発掘された遺物は、遺物展示館で展示されています。古代の都の雰囲気を味わう事が出来、歴史好きにはたまらないスポットです。,630-8012 奈良県奈良市二条大路南３丁目５−番１号,1.5時間,駐車場あり,通年,無料,一人,少し空いている,屋外,34.6859241,135.7958911,0,子連れ家族
ちゃんぽん亭総本家　長浜バイパス店,"https://motospot.jp/img/spot/img-1594-0-medium.jpg",「ちゃんぽん亭総本家」は、滋賀県名物の近江ちゃんぽん発祥のお店です。全国的にも有名な長崎ちゃんぽんとは異なり、鶏ガラ、醤油ベースのあっさりとした黄金スープが癖になる味わいです。ストレートの平麺にキャベツ、もやし、豚肉などがたっぷりと乗ったこのちゃんぽんは、誰からも好まれる味だと思います。,526-0033 滋賀県長浜市平方町１１３５−６,0.6時間,駐車場あり,通年,1000円,何人でも,少し混んでいる,屋内,35.3772407,136.2865377,0,子連れ家族
神戸市立六甲山牧場,"https://motospot.jp/img/spot/img-2106-0-medium.jpg",羊やヤギなどたくさんの動物たちがのびのびと過ごす姿を見ることができる場所です。斜面をそのまま利用した牧場になっており、動物たちが自然の中で悠々と過ごす姿が見ることができます。餌やりスポットや写真映えする所もあり子供から大人、各世代で楽しめます。軽食出来る所もあり、特にソフトクリームが絶品です。目的地まではかなり山道で、バイクでのツーリングをする人が多くいます。途中電波が繋がりにくいところがあるので注意してください。,657-0101 兵庫県神戸市灘区六甲山町中一里山１−１,3時間,駐車場あり,秋,5000円,複数人,普通,屋外,34.7515931,135.2090915,0,子連れ家族
神戸三田プレミアム・アウトレット,"https://motospot.jp/img/spot/img-1595-0-medium.jpg",ロサンゼルス市郊外の高級住宅地・パサディナをモデルとした「開放感のあるプレミアムな大人の街」。国内外の著名ブランドが揃い、ショッピングが楽しめます。 アウトレットモールの店舗面積順位で、国内第2位（西日本最大）です。山の中にあるので、敷地は大きいです。 駐車場はとても広いですが土日の夕方は出る時に混みます。,651-1515 兵庫県神戸市北区上津台７丁目３−３,2時間,駐車場あり,通年,無料,何人でも,普通,屋内,34.859171,135.1924854,0,子連れ家族
忍者キングダム,"https://motospot.jp/img/spot/img-2619-0-medium.jpg",日本文化に触れたり、忍者の衣装を着て散策したり、アトラクションで遊んだり、美味しいものを食べたりと、一日遊べる、忍者がテーマの珍しいテーマパークです。敷地がとても広く、色々な場所でイベントをやっていることがあるので丸一日遊べます。最後にはゆっくり温泉に浸かって疲れを癒すこともできます。,519-0603 三重県伊勢市二見町三津１２０１−１,5時間,駐車場あり,通年,7000円,何人でも,少し空いている,屋外,34.4991058,136.7764592,0,子連れ家族
伊根の舟屋,"https://motospot.jp/img/spot/img-60-medium.jpg",天橋立の近くにある絶景スポットです。伊根湾沿い立ち並ぶ民家で、船の収納庫の上に住居を備えた伝統的建造物です。日本のヴェネツィアと呼ばれる集落は、重要伝統的建造物群保存地区として選定されているために国内外にも知られています。民家の１階は、船揚場と作業場となっており、船はそのまま海上に出られるようになっています。山と海が非常に近くレストランやお土産やさんがある高台から絶景を見下ろすと爽快です。道幅は広く、ツーリングするには快適な場所です。,626-0423 京都府与謝郡伊根町平田77,0.5時間,駐車場なし,夏,無料,何人でも,普通,屋外,35.6751606,135.2866533,1,恋人
旧奈良監獄,"https://motospot.jp/img/spot/img-828-medium.jpg",1908年に作られた明治五大監獄のひとつです。2017年に国の重要文化財に指定され、同年3月で奈良少年刑務所として役割を終えており、今後はホテルを含む複合施設として活用されることが決まっています。（資料館も併設予定）建物は赤レンガを積んだロマネスク様式でほぼ竣工当時の形のままです。現在は耐震工事中で一般公開されていませんが、表門前には駐車・駐輪スペースもあり撮影は可能です。一般公開の時期などは、公式サイトでご確認ください。,630-8102 奈良県奈良市般若寺町１８,0.5時間,駐車場あり,通年,無料,一人,空いている,屋外,34.6997897,135.8335309,0,子連れ家族
しだれ紅梅,"https://motospot.jp/img/spot/img-1340-medium.jpg",淡路島八木 しだれ紅梅「村上邸」のある場所は個人宅で、梅の時期になるとお庭の植木を公開しています。樹齢約60年、幅約10メートルに及ぶ濃い色のしだれ梅が、2月中旬頃から見頃になると沢山の見物の方が訪れます。他の時期にもユキヤナギやつつじなどの植木も公開しているようですが、しだれ梅の見事さは圧巻です。ちょっとしたお土産も販売しています。お庭の入り口に数台の車の駐車が出来ます。,656-0445 兵庫県南あわじ市八木馬回２１９,1時間,駐車場あり,春,無料,何人でも,少し混んでいる,屋外,34.2771483,134.8109987,1,恋人
長谷寺,"https://motospot.jp/img/spot/img-3132-0-medium.jpg",長谷寺（はせでら）は、奈良県桜井市初瀬に位置する真言宗豊山派の総本山で、「花の御寺」として知られています。初瀬山の中腹に広がる境内には、国宝の本堂や重要文化財の仁王門、五重塔などが点在し、四季折々の花々が彩りを添えます。特に春の牡丹や秋の紅葉は見事で、多くの参拝者や観光客が訪れます。本堂には高さ10メートルを超える木造の十一面観音像が安置されており、これは日本最大級の木造仏像として有名です。また、399段の登廊（のぼりろう）を上ると本堂に至り、その道中からの景色も魅力の一つです。長谷寺は、西国三十三所観音霊場の第八番札所としても信仰を集め、古典文学にも度々登場する歴史ある寺院です。,633-0112 奈良県桜井市初瀬７３１−１,1時間,駐車場あり,通年,500円,一人,少し空いている,屋内,34.5341876,135.9065779,1,恋人
入之波温泉,"https://motospot.jp/img/spot/img-1085-medium.jpg",山奥のダムの横にある温泉です。お湯は炭酸泉でタオルを浸けると色が取れないぐらいの茶色をしています。ダムが見え景色も最高で神経痛などに効力があるそうです。大台ケ原ツーリングの帰り、夕方に寄ると家に着くまで体がポカポカしてオススメです。お食事もおいしく、鴨ロース・鹿刺しが特に絶品で値段もリーズナブルです。,639-3500 奈良県吉野郡川上村入之波,2.5時間,駐車場あり,秋,2500円,何人でも,普通,屋内,34.2341275,136.0658592,0,子連れ家族
神戸ベイクルーズ,"https://motospot.jp/img/spot/img-1597-0-medium.jpg",神戸港には遊覧船や豪華なレストランシップ、ヘリコプターやセスナによる遊覧飛行など、多種多様な楽しみ方があります。 日本一大きな浮きドック(船の修理・点検設備)のある川崎重工や国内初のダブルデッキ(2階建)タイプの真紅の神戸大橋の迫力には圧倒されます。,650-0042 兵庫県神戸市中央区波止場町７−１,2時間,駐車場あり,通年,1400円,複数人,普通,屋外,34.6825284,135.1850121,0,子連れ家族
掬星台（摩耶山）,"https://kobe-rokko.jp/wp-content/themes/works/images/nightview/nighttopimg-3.jpg",日本三大夜景に入る百万ドルの夜景が見る事ができるスポットです。神戸＝港町という印象ですが、都市部からすぐに山があるので車やバイクで絶景スポットに行くことができます。また、六甲あたりからはロープウェイもあるので徒歩でも行くことができます。,657-0105 兵庫県神戸市灘区摩耶山町長峰山２−２,0.5時間,駐車場あり,冬,無料,何人でも,普通,屋外,34.7378515,135.202107,0,子連れ家族
くじらの博物館,"https://motospot.jp/img/spot/img-1086-medium.jpg",大地町のくじらの歴史がわかる博物館です。水族館では水槽のトンネルやくじらショーはもちろん、エサやり体験もできます。昔からある施設なので建物は少し古いですが、楽しめます。基本屋外での行動になるので晴れた日に行くのがオススメです。,649-5171 和歌山県東牟婁郡太地町太地２９３４−２,2時間,駐車場あり,夏,2000円,複数人,少し空いている,屋外,33.6019074,135.9457897,0,子連れ家族
名谷あじさい公園,"https://motospot.jp/img/spot/img-1598-0-medium.jpg",高速道路の高架の下を活用した公園で、多少の雨でも利用可能なゾーンがあります。ビオトープ池周辺と福田川を一体的に整備した親水広場では自然に触れることができます。桜も綺麗です。主な施設は、ビオトープ池・ゲートボール広場・複合遊具・多目的広場・砂場・トイレなど。 駐車場は無料ですが、午後6時に閉門します。,655-0852 兵庫県神戸市垂水区名谷町,1時間,駐車場あり,通年,無料,複数人,普通,屋外,34.6628331,135.0724825,0,子連れ家族
最初ヶ峰,"https://motospot.jp/img/spot/img-2110-0-medium.jpg",最初ヶ峰は和歌山県紀の川市にある標高は285mの百合山にあります。展望台があり、180度のパノラマで紀の川市の街並みと空と山を楽しめます。南北朝時代の古戦場のあとで道も整備されておりアクセスはしやすいです。夜景もきれいですが、気候が良い時期にはランチやおやつを持参して景色を楽しみながら一休みするのにオススメです。,649-6162 和歌山県紀の川市竹房,0.5時間,駐車場あり,通年,無料,何人でも,空いている,屋外,34.2419212,135.3674854,0,子連れ家族
夙川公園,"https://motospot.jp/img/spot/img-319-medium.jpg",西宮の西側を流れる夙川の両岸に公園が広がっている河川敷公園です。春には2300本の桜が3kmに渡って咲き誇る場所でお花見に最適です。車は駐車場が少なかったり混んだりして大変かもしれませんが、バイクで川沿いを走るととても気持ち良いです。,662-0000 兵庫県西宮市宮西町８−１４他,2時間,駐車場なし,春,無料,何人でも,混んでいる,屋外,34.7358258,135.3306349,1,恋人
白浜,"https://motospot.jp/img/spot/img-1087-medium.jpg",日本で、一番海開きが早い場所で、海もきれいな温泉地です。海岸沿いをゆっくり眺めることができて、千畳敷や、三段壁な有名な絶景ポイントがあります。温泉地なので、足湯もあり、日帰り温泉もあるので、ゆっくりできます。海の近くなので、とれとれ市場で新鮮な海産物が食べられます。,,24時間,駐車場あり,夏,3000円,何人でも,少し混んでいる,屋内,,,0,子連れ家族
海遊館,"https://osaka-info.jp/spot/images/14c243d3ce6cd216d14558e77e0bde13d41ec265.jpg",大阪にある世界最大級の水族館です。大きなジンベエザメたちが悠々と泳ぐ巨大な水槽や、自然を体感するエリアなどで、たくさんの感動に出会えます。 飼育されている目玉動物の一つはジンベエザメです。,552-0022 大阪府大阪市港区海岸通１丁目１−１０,3時間,駐車場あり,通年,2400円,何人でも,普通,屋内,34.6563732,135.4302962,0,子連れ家族
妙見山,"https://motospot.jp/img/spot/img-2623-0-medium.jpg, https://motospot.jp/img/spot/img-2623-1-medium.jpg",大阪の北、山深い能勢町にある妙見山。ここには能勢妙見山という日蓮宗のお寺があります。なんでも北極星を信仰しているお寺で、お寺の紋はお星さまのカタチです。攻めのワインディングロードのルートがいくつかあり、ワクワクすること間違いなしです。山上までいくと、京都、大阪、神戸市の山々まで見渡せ絶景が堪能できます。,563-0132 大阪府豊能郡能勢町野間中,1時間,駐車場あり,通年,500円,何人でも,空いている,屋外,34.9345587,135.4615785,0,子連れ家族
